Index,Title,DatePublished,negative,neutral,positive,compound,sentiment,fpositive,fnegative,fneutral,score,label
496,Oromia Bank sees boom in IFB services,01-03-2022,0.01,0.786,0.204,0.9968,positive,0.8883300423622131,0.0217316783964633,0.0899383127689361,0.8883300423622131,positive
497,Enat Bank soars in new profit heights,01-03-2022,0.017,0.787,0.196,0.9897,positive,0.9461761116981506,0.0318714305758476,0.0219524540007114,0.9461761116981506,positive
498,Holiday market in Genna bonanza,01-03-2022,0.048,0.758,0.195,0.9992,positive,0.0904930382966995,0.0634481981396675,0.84605872631073,0.84605872631073,neutral
499,Abay Bank hammers “2020/21 financial year”,01-03-2022,0.029,0.765,0.206,0.9973,positive,0.9392305612564088,0.0180473159998655,0.0427221581339836,0.9392305612564088,positive
500,Abay bank launches donation campaign through forex service,01-03-2022,0.083,0.723,0.194,0.7184,positive,0.7155051231384277,0.0103341434150934,0.2741607129573822,0.7155051231384277,positive
501,Dashen Bank changes its Board chair,12-29-2021,0.032,0.928,0.04,0.2732,positive,0.0266030970960855,0.0390621200203895,0.9343347549438475,0.9343347549438475,neutral
502,Rising from ruins: Gov’t to create a system to reconstruct war...,12-27-2021,0.173,0.706,0.121,-0.9761,negative,0.2731509506702423,0.0237462595105171,0.7031027674674988,0.7031027674674988,neutral
503,Celebrating world Arabic language day,12-27-2021,0.0,0.732,0.268,0.981,positive,0.0782829374074935,0.0185841266065835,0.903132975101471,0.903132975101471,neutral
504,Gov’t forms committee to help investors following AGOA departure,12-27-2021,0.063,0.839,0.098,0.8885,positive,0.0441447123885154,0.825839638710022,0.1300156712532043,0.825839638710022,negative
505,Solution oriented ecommerce platform to launch early 2022,12-27-2021,0.023,0.863,0.114,0.9837,positive,0.0845521464943885,0.010944377630949,0.9045035243034364,0.9045035243034364,neutral
506,"Zafu, Tsegaye receive lifetime achievement award",12-20-2021,0.0,0.811,0.189,0.9509,positive,0.4160602688789367,0.0106725888326764,0.5732671022415161,0.5732671022415161,neutral
507,Purpose black avails attractive franchise scheme,12-20-2021,0.01,0.771,0.219,0.9975,positive,0.1917525976896286,0.0085257068276405,0.7997215986251831,0.7997215986251831,neutral
508,CSO Council advise thoughtful action in current climate,12-20-2021,0.171,0.65,0.179,-0.1124,negative,0.0319476127624511,0.744774341583252,0.2232780307531356,0.744774341583252,negative
509,Africans show vaccination willingness despite low coverage,12-20-2021,0.095,0.68,0.225,0.9969,positive,0.3495887517929077,0.4135935306549072,0.2368176877498626,0.4135935306549072,negative
510,"Bunna bank records magnetic increase in customer base, profit hits new...",12-20-2021,0.0,0.821,0.179,0.9973,positive,0.9089417457580566,0.0108652794733643,0.0801930204033851,0.9089417457580566,positive
511,"Coffee price peaks 10-year highs, supply dips",12-13-2021,0.016,0.926,0.058,0.9062,positive,0.0446627475321292,0.9323424100875854,0.0229949075728654,0.9323424100875854,negative
512,Addis named among top cities with good quality drinking water,12-13-2021,0.016,0.852,0.131,0.9905,positive,0.5369316935539246,0.0269112177193164,0.4361571371555328,0.5369316935539246,positive
513,PVH employees transfer as firm leaves industrial park,12-13-2021,0.008,0.906,0.086,0.9474,positive,0.0290312096476554,0.5550646781921387,0.4159041345119476,0.5550646781921387,negative
514,ECA release country reports on electricity market regulatory reviews,12-13-2021,0.023,0.748,0.229,0.9962,positive,0.6873204708099365,0.0098635489121079,0.3028159439563751,0.6873204708099365,positive
515,Ethiopia ranks 15th in AfDB’s Electricity Regulatory Index,12-13-2021,0.033,0.86,0.107,0.9792,positive,0.1451042741537094,0.0840411856770515,0.7708545327186584,0.7708545327186584,neutral
516,"New App to help improve adolescent, youth health",12-13-2021,0.0,0.855,0.145,0.9786,positive,0.133205309510231,0.0105721494182944,0.8562225103378296,0.8562225103378296,neutral
517,"Nib Bank, Insurance and Gasha avail revolutionary insurance cover",12-13-2021,0.05,0.817,0.133,0.993,positive,0.1023623868823051,0.0129385525360703,0.8846991062164307,0.8846991062164307,neutral
518,African Insurance nets 51 mln birr in profit,12-13-2021,0.032,0.842,0.126,0.9805,positive,0.0250296462327241,0.951019048690796,0.0239512678235769,0.951019048690796,negative
519,A startup helping people earn up to $15 a day is...,12-07-2021,0.04,0.812,0.148,0.9954,positive,0.085642322897911,0.0146561386063694,0.8997014760971069,0.8997014760971069,neutral
520,Nyala Insurance registers 30 per cent Profit Growth,12-06-2021,0.046,0.772,0.182,0.9891,positive,0.947635531425476,0.0144983455538749,0.0378662012517452,0.947635531425476,positive
521,Zemen bank surpasses projections reeling success in all-fronts,12-06-2021,0.018,0.832,0.15,0.9896,positive,0.921567440032959,0.0186052098870277,0.0598273985087871,0.921567440032959,positive
522,Lion insurance secures stepwise success,12-06-2021,0.042,0.849,0.108,0.96,positive,0.472889631986618,0.4437602162361145,0.083350121974945,0.472889631986618,positive
523,Nib international bank upgrades its tech,12-06-2021,0.056,0.832,0.112,0.7501,positive,0.7036210894584656,0.0390362665057182,0.257342666387558,0.7036210894584656,positive
524,7th Africa sourcing and fashion week exhibits,12-06-2021,0.0,0.892,0.108,0.8591,positive,0.1199300214648246,0.0100499847903847,0.8700200319290161,0.8700200319290161,neutral
525,EMC executive committee urges local and int’l media to share accurate...,12-06-2021,0.131,0.737,0.131,-0.7157,negative,0.0743124112486839,0.2228677868843078,0.70281982421875,0.70281982421875,neutral
526,Rotary Club of Addis Ababa donates food to IDPS,12-06-2021,0.0,0.926,0.074,0.8074,positive,0.2292457222938537,0.0111069930717349,0.7596473097801208,0.7596473097801208,neutral
527,Djibouti’s flagship port sees fast construction progress,12-06-2021,0.0,0.845,0.155,0.986,positive,0.5286171436309814,0.0095303384587168,0.461852490901947,0.5286171436309814,positive
528,Global coffee prices see new highs benefiting Ethiopia,11-29-2021,0.063,0.878,0.059,-0.5267,negative,0.7891553044319153,0.1703550368547439,0.0404896400868892,0.7891553044319153,positive
529,National Warehouse Receipt System officially launched,11-29-2021,0.042,0.804,0.154,0.9912,positive,0.349710077047348,0.0101026212796568,0.6401872634887695,0.6401872634887695,neutral
530,Dashen revamps its structure through new appointees,11-29-2021,0.007,0.834,0.16,0.996,positive,0.2312660962343216,0.0103751048445701,0.7583588361740112,0.7583588361740112,neutral
531,NBE approves Amhara Bank’s seasoned VPs,11-29-2021,0.012,0.899,0.089,0.9737,positive,0.0738190710544586,0.0165364556014537,0.9096444249153136,0.9096444249153136,neutral
532,"Huawei, UNESCO launch resilient tech education platform",11-29-2021,0.017,0.865,0.118,0.9652,positive,0.3094204068183899,0.009274648502469,0.681304931640625,0.681304931640625,neutral
533,Bunna Insurance bests targets registering huge success,11-29-2021,0.056,0.812,0.132,0.9825,positive,0.763827919960022,0.0838237479329109,0.1523483395576477,0.763827919960022,positive
534,Coffee and spices surpass earning expectations,11-22-2021,0.025,0.872,0.103,0.9413,positive,0.4900150597095489,0.0394865013659,0.4704984426498413,0.4900150597095489,positive
535,Industry Park looks to transfer PVH Corp sheds,11-22-2021,0.012,0.888,0.1,0.9663,positive,0.2149676531553268,0.0198074225336313,0.7652248740196228,0.7652248740196228,neutral
536,Green mung and red kidney beans spike in value,11-22-2021,0.006,0.902,0.092,0.9674,positive,0.8628525137901306,0.0189822018146514,0.1181653141975402,0.8628525137901306,positive
537,EthSwitch receives grant to transform Ethiopia’s digital payment landscape,11-22-2021,0.004,0.837,0.159,0.997,positive,0.7035481929779053,0.0082443552091717,0.2882074117660522,0.7035481929779053,positive
538,"Djibouti, Ethiopia ink corridor management alliance",11-22-2021,0.0,0.81,0.19,0.9839,positive,0.5474112033843994,0.011764639057219,0.4408241212368011,0.5474112033843994,positive
539,Dashen anchors yet another successful financial year,11-22-2021,0.016,0.783,0.201,0.9974,positive,0.9311676621437072,0.0153563851490616,0.0534759648144245,0.9311676621437072,positive
540,Food prices expected to decline in the next 3 months: CSA,11-15-2021,0.0,0.908,0.092,0.9834,positive,0.1414049118757248,0.7648634314537048,0.0937317237257957,0.7648634314537048,negative
541,UNIC in peak performance,11-15-2021,0.052,0.819,0.129,0.9865,positive,0.9343727827072144,0.0230686478316783,0.042558517307043,0.9343727827072144,positive
542,TotalEnergies launches the 3rd edition of the startup challenge,11-15-2021,0.0,0.716,0.284,0.9976,positive,0.1392779797315597,0.010013161227107,0.8507089018821716,0.8507089018821716,neutral
543,Scaling innovations through partnerships,11-15-2021,0.024,0.728,0.248,0.9968,positive,0.7352567911148071,0.0088719055056571,0.2558713257312774,0.7352567911148071,positive
544,International schools shutting doors receive final warning from Ministry,11-15-2021,0.113,0.816,0.071,-0.9128,negative,0.0152579853311181,0.7987260818481445,0.1860159337520599,0.7987260818481445,negative
545,"“All-inclusive” dialogue, MIND to launch in 3 months",11-15-2021,0.022,0.867,0.111,0.9897,positive,0.0523849800229072,0.019410315901041,0.9282046556472778,0.9282046556472778,neutral
546,AACCSA hosts a trio of exhibitions,11-15-2021,0.0,0.913,0.087,0.7964,positive,0.3858629465103149,0.0098961256444454,0.6042409539222717,0.6042409539222717,neutral
547,Dashen introduces swifter access to oversees funds,11-15-2021,0.006,0.846,0.148,0.9945,positive,0.8214249610900879,0.0075660650618374,0.1710089445114135,0.8214249610900879,positive
548,The Communist Party of China Plenum Passes Landmark Resolution,11-12-2021,0.02,0.766,0.214,0.9927,positive,0.2746785879135132,0.0176983401179313,0.7076231241226196,0.7076231241226196,neutral
549,Suspension of Ethiopia from AGOA misguided,11-08-2021,0.239,0.623,0.138,-0.997,negative,0.0312755964696407,0.8756720423698425,0.0930524170398712,0.8756720423698425,negative
550,Dashen launches international debit card,11-08-2021,0.01,0.825,0.165,0.9956,positive,0.6294080018997192,0.0098160589113831,0.3607759475708008,0.6294080018997192,positive
551,Ahadu bank draws closer to enter the financial market,11-08-2021,0.019,0.884,0.097,0.9477,positive,0.1613020896911621,0.010695906355977,0.8280020356178284,0.8280020356178284,neutral
552,Great Ethiopian Run postponed,11-08-2021,0.059,0.744,0.197,0.9928,positive,0.0657362714409828,0.0595514997839927,0.8747121691703796,0.8747121691703796,neutral
553,"Government, private sector trying to control inflation with bazar, Sunday market",11-08-2021,0.031,0.902,0.067,0.743,positive,0.7325753569602966,0.0834374204277992,0.1839872896671295,0.7325753569602966,positive
554,Addis hosts World Leather Congress,11-08-2021,0.026,0.876,0.098,0.9652,positive,0.1772946119308471,0.066798061132431,0.7559072971343994,0.7559072971343994,neutral
555,"WFP, UNHCR, ARRA appeal for funding to avoid ration cuts to...",11-08-2021,0.104,0.785,0.112,0.7569,positive,0.1509641706943512,0.7140345573425293,0.1350013166666031,0.7140345573425293,negative
556,"East Africa’s economic outlook bullish despite Covid-19 setback, AfDB report projects",11-08-2021,0.124,0.722,0.154,0.93,positive,0.7878655791282654,0.1693739891052246,0.0427604466676712,0.7878655791282654,positive
557,Affordable public Wi-Fi comes to fruition,11-01-2021,0.024,0.854,0.123,0.9678,positive,0.7672240138053894,0.0083457361906766,0.2244302332401275,0.7672240138053894,positive
558,EthSwitch to upscale digital payment scheme,11-01-2021,0.004,0.848,0.148,0.9906,positive,0.673521101474762,0.0088698528707027,0.3176091015338897,0.673521101474762,positive
559,"EIMA, stronger than anything",11-01-2021,0.025,0.75,0.225,0.9981,positive,0.7485074400901794,0.016707519069314,0.2347850650548935,0.7485074400901794,positive
560,Goh Betoch enters financial market in pomp,11-01-2021,0.038,0.843,0.119,0.9767,positive,0.3442969620227813,0.0187728889286518,0.6369301080703735,0.6369301080703735,neutral
561,Sharing experience to advance education,11-01-2021,0.0,0.884,0.116,0.9118,positive,0.3413436710834503,0.0114989737048745,0.6471573114395142,0.6471573114395142,neutral
562,"Favorable external environment to boost growth, IMF report indicates",10-25-2021,0.06,0.808,0.132,0.9707,positive,0.2619451582431793,0.7003386616706848,0.037716157734394,0.7003386616706848,negative
563,Goh Betoch Bank officially opens its doors,10-25-2021,0.011,0.881,0.108,0.9906,positive,0.160926878452301,0.0215547662228345,0.8175183534622192,0.8175183534622192,neutral
564,"BGI Ethiopia, Carpediem PLC donate 1 million birr worth of food...",10-25-2021,0.041,0.868,0.091,0.5574,positive,0.1776662170886993,0.0167593471705913,0.8055744767189026,0.8055744767189026,neutral
565,Al Maktoum Foundation receives back permit as investigation on two NGO...,10-25-2021,0.119,0.801,0.08,-0.9774,negative,0.0105508537963032,0.8975049257278442,0.0919442474842071,0.8975049257278442,negative
566,Somali region inaugurates new government,10-25-2021,0.024,0.807,0.17,0.9849,positive,0.1938581466674804,0.0230848100036382,0.7830570340156555,0.7830570340156555,neutral
567,300 timely taxpayers receive recognition,10-25-2021,0.03,0.802,0.169,0.872,positive,0.7391729950904846,0.0138949556276202,0.246932104229927,0.7391729950904846,positive
568,"Ordinary Ethiopians to feel the pinch if AGOA is terminated; IPDC,...",10-25-2021,0.058,0.828,0.114,0.9872,positive,0.028429040685296,0.7803699374198914,0.1912009567022323,0.7803699374198914,negative
569,Ethiopia launches nationwide vaccination to wipe out Polio,10-25-2021,0.042,0.786,0.173,0.9868,positive,0.5961409211158752,0.0156923569738864,0.3881666660308838,0.5961409211158752,positive
570,Ethiopia exhibits the 4th edition of agrofood & plasticprintpack,10-19-2021,0.0,0.898,0.102,0.7717,positive,0.0792498588562011,0.0130638517439365,0.9076862931251526,0.9076862931251526,neutral
571,"Strengthening Kazakhstan, Ethiopia’s bilateral ties",10-19-2021,0.028,0.743,0.229,0.9949,positive,0.8152559399604797,0.00925247464329,0.175491526722908,0.8152559399604797,positive
572,"Tripeople, KOTRA donates replaceable mask filters",10-19-2021,0.011,0.809,0.181,0.9894,positive,0.7397803068161011,0.0181344468146562,0.2420852780342102,0.7397803068161011,positive
573,Ethio Telecom launches 4G LTE services in 22 towns,10-19-2021,0.018,0.864,0.118,0.9501,positive,0.8990325331687927,0.0072412346489727,0.0937262177467346,0.8990325331687927,positive
574,"New digital auction platform lures Dashen bank, other entities to follow...",10-11-2021,0.007,0.824,0.169,0.9969,positive,0.109896183013916,0.0120156127959489,0.8780881762504578,0.8780881762504578,neutral
575,"DAESUNG SMARTHIVE, KOTRA boost beekeeping through donation",10-11-2021,0.0,0.76,0.24,0.9524,positive,0.6503615975379944,0.0104273268952965,0.3392110168933868,0.6503615975379944,positive
576,Ethiopia ranks last in Digital Quality of Life Index,10-11-2021,0.042,0.853,0.105,0.9601,positive,0.2202477753162384,0.1494333446025848,0.6303188800811768,0.6303188800811768,neutral
577,Ramis Bank files for license,10-11-2021,0.024,0.856,0.12,0.9788,positive,0.1114366576075553,0.0227181799709796,0.8658452033996582,0.8658452033996582,neutral
578,A ‘Historic Event’: First malaria vaccine approved by W.H.O.,10-11-2021,0.061,0.803,0.135,0.9274,positive,0.2631798684597015,0.0135100474581122,0.723310112953186,0.723310112953186,neutral
579,Gov’t to focus on job-centered growth,10-05-2021,0.014,0.819,0.167,0.9904,positive,0.1227968335151672,0.0276615899056196,0.8495416045188904,0.8495416045188904,neutral
580,"One million jobs at stake if Ethiopia losses AGOA eligibility, business...",10-05-2021,0.08,0.739,0.181,0.9957,positive,0.4947305619716644,0.1869527250528335,0.3183166980743408,0.4947305619716644,positive
581,Ethiopia expels seven UN officials,10-05-2021,0.126,0.742,0.131,0.2939,positive,0.0200438983738422,0.8013879060745239,0.1785681247711181,0.8013879060745239,negative
582,Ethio Telecom concludes first round network expansion,10-05-2021,0.033,0.828,0.139,0.9827,positive,0.7519296407699585,0.0105677954852581,0.2375026196241378,0.7519296407699585,positive
583,Horticulture farms to benefit from new green waste schemes,10-05-2021,0.103,0.773,0.125,0.4404,positive,0.310302734375,0.0108973393216729,0.6787999272346497,0.6787999272346497,neutral
584,Maturing Ethiopia’s agriculture through quality,09-28-2021,0.093,0.757,0.149,0.9919,positive,0.1482458412647247,0.0826452001929283,0.7691089510917664,0.7691089510917664,neutral
585,"Morocco, EIC lay investment networks",09-28-2021,0.01,0.86,0.13,0.9325,positive,0.1325093060731887,0.0113291833549737,0.8561615347862244,0.8561615347862244,neutral
586,Ramis bank draws closer to joining IFBs,09-28-2021,0.033,0.851,0.116,0.9782,positive,0.2181028425693512,0.0159087311476469,0.7659884095191956,0.7659884095191956,neutral
587,Mushroom given much room for growth through research,09-28-2021,0.006,0.86,0.134,0.9788,positive,0.1262507438659668,0.0141200767830014,0.8596291542053223,0.8596291542053223,neutral
588,5G on the horizon as Central North Region receives 4G LTE...,09-28-2021,0.011,0.88,0.109,0.9501,positive,0.6062232851982117,0.0083602415397763,0.3854164481163025,0.6062232851982117,positive
589,EDISON Alliance members commit to improving 1 Billion lives through affordable...,09-28-2021,0.043,0.795,0.162,0.9892,positive,0.2119667381048202,0.0140271186828613,0.7740061283111572,0.7740061283111572,neutral
590,Ethiopia and OCP signed joint development agreement for Dire Dawa Fertilizer...,09-28-2021,0.015,0.892,0.093,0.886,positive,0.8511815071105957,0.0082663148641586,0.1405521184206009,0.8511815071105957,positive
591,Unlocking travel in Africa,09-28-2021,0.089,0.745,0.166,0.9856,positive,0.9564160108566284,0.0197482910007238,0.0238356664776802,0.9564160108566284,positive
592,Telecom privatization progresses to bidding stage,09-20-2021,0.06,0.741,0.199,0.9943,positive,0.1869880259037017,0.0089886914938688,0.804023265838623,0.804023265838623,neutral
593,Stringent directive drawn as relicensing resumes in betting industry,09-20-2021,0.041,0.831,0.128,0.9826,positive,0.067956693470478,0.2073114663362503,0.7247319221496582,0.7247319221496582,neutral
594,Ethio telecom gets a green light to start international remittance,09-20-2021,0.0,0.857,0.143,0.9854,positive,0.5418676733970642,0.0207110736519098,0.4374212622642517,0.5418676733970642,positive
595,"Civil society network calls on western governments, private foundations to stop...",09-20-2021,0.112,0.724,0.164,0.7269,positive,0.0618165917694568,0.5109193921089172,0.4272640645503998,0.5109193921089172,negative
596,Seamless boarders: Ethiopia eyes more OSBP following success with Kenya,09-20-2021,0.025,0.79,0.185,0.9956,positive,0.6361382007598877,0.0113861905410885,0.352475643157959,0.6361382007598877,positive
597,"Commission to receive 600,000 metric tons of wheat to meet aid...",09-20-2021,0.052,0.881,0.067,0.296,positive,0.1123119369149208,0.0535837076604366,0.8341042995452881,0.8341042995452881,neutral
598,LADA car assembly to set up shop in Ethiopia,09-20-2021,0.0,0.864,0.136,0.91,positive,0.5534554719924927,0.0094399387016892,0.4371046125888824,0.5534554719924927,positive
599,"How Ethiopia can transform health, lift GDP with policy to fortify...",09-20-2021,0.067,0.754,0.179,0.9856,positive,0.6552313566207886,0.0936764925718307,0.2510921657085418,0.6552313566207886,positive
600,Report finds stark disparities in COVID-19 impacts,09-20-2021,0.08,0.769,0.151,0.9726,positive,0.1337506175041198,0.6836251020431519,0.1826242357492447,0.6836251020431519,negative
601,Ethiopian Minister of State oversees the arrival of ‘Lucy’ at the...,09-15-2021,0.038,0.796,0.166,0.9641,positive,0.2536519467830658,0.0130509883165359,0.7332970499992371,0.7332970499992371,neutral
602,Ethiopia ready to showcase its ancient past and future potential at...,09-13-2021,0.01,0.756,0.233,0.9986,positive,0.2258550971746444,0.0120848417282104,0.7620601058006287,0.7620601058006287,neutral
603, Ethiopian Minister of State oversees the arrival of ‘Lucy’ at the...,09-13-2021,0.038,0.796,0.166,0.9641,positive,0.2536519467830658,0.0130509883165359,0.7332970499992371,0.7332970499992371,neutral
604,EIC records revenue highs,09-13-2021,0.047,0.855,0.098,0.9416,positive,0.3818897604942322,0.5426595211029053,0.0754507854580879,0.5426595211029053,negative
605,Horizon Addis Tyre tops in Africa Kaizen Award,09-13-2021,0.0,0.636,0.364,0.9947,positive,0.8501452207565308,0.0073234834708273,0.1425313055515289,0.8501452207565308,positive
606,Rotary International president visits Ethio pia,09-13-2021,0.017,0.807,0.175,0.9678,positive,0.302072674036026,0.0102834878489375,0.6876438856124878,0.6876438856124878,neutral
607,Gov’t stringency leads to external debt contraction in succession,09-13-2021,0.146,0.788,0.066,-0.9923,negative,0.0100479824468493,0.9660503268241882,0.0239016357809305,0.9660503268241882,negative
608,DMP expands transshipment,09-13-2021,0.0,0.928,0.072,0.9371,positive,0.7856351733207703,0.0089703490957617,0.2053944319486618,0.7856351733207703,positive
609,The festive season of giving,09-13-2021,0.031,0.713,0.256,0.9834,positive,0.3343838155269623,0.0173669271171093,0.6482492089271545,0.6482492089271545,neutral
610,Peace Ministry to check on effectiveness of aid distribution in Northern...,09-13-2021,0.089,0.788,0.123,0.8653,positive,0.1000737324357032,0.1395497918128967,0.760376513004303,0.760376513004303,neutral
611,Batu’s bustling investment scene,09-13-2021,0.017,0.876,0.108,0.995,positive,0.1231429874897003,0.019188629463315,0.8576683402061462,0.8576683402061462,neutral
612,Safaricom Ethiopia engages with financiers ahead of its operation,09-06-2021,0.006,0.85,0.143,0.9864,positive,0.4754368662834167,0.0092235011979937,0.5153395533561707,0.5153395533561707,neutral
613,New greenhouse farm to blossom at Qoqa,09-06-2021,0.026,0.845,0.128,0.9937,positive,0.1964704990386963,0.0106806484982371,0.7928488254547119,0.7928488254547119,neutral
614,South West West region becomes new beneficiary of 4G LTE Advanced,09-06-2021,0.005,0.839,0.157,0.9902,positive,0.8641337752342224,0.0065295766107738,0.1293366402387619,0.8641337752342224,positive
615,"Don’t stall, vehicle importers urge parliament",09-06-2021,0.066,0.796,0.138,0.9274,positive,0.0215162765234708,0.919395923614502,0.0590878762304782,0.919395923614502,negative
616,DARA in works to digitize vehicle and land transfer,09-06-2021,0.053,0.798,0.149,0.9642,positive,0.1817967295646667,0.0133515475317835,0.8048517107963562,0.8048517107963562,neutral
617,Chinese grant boosts Ethiopia’s untapped bamboo potential,09-06-2021,0.031,0.845,0.124,0.9843,positive,0.237943947315216,0.0115524418652057,0.750503659248352,0.750503659248352,neutral
618,Africa’s road to prosperity lies in COVID-19 vaccines,09-06-2021,0.045,0.85,0.104,0.9508,positive,0.0746148824691772,0.0963672250509262,0.8290178775787354,0.8290178775787354,neutral
619,Eight in 10 African countries to miss crucial COVID-19 vaccination goal,09-06-2021,0.056,0.856,0.088,0.9045,positive,0.3587475419044494,0.0971322506666183,0.5441202521324158,0.5441202521324158,neutral
620,Central West region receives 4G LTE advanced boost,08-30-2021,0.005,0.859,0.136,0.9862,positive,0.916790246963501,0.0075447736307978,0.0756650492548942,0.916790246963501,positive
621,NBE drafts vital directive to cripple illegal financial acts,08-30-2021,0.133,0.78,0.087,-0.9559,negative,0.0351702198386192,0.0206631422042846,0.944166660308838,0.944166660308838,neutral
622,"The sustainable water alliance, EBAW officially formed",08-30-2021,0.054,0.724,0.222,0.9931,positive,0.2043607383966446,0.0253189355134964,0.7703202962875366,0.7703202962875366,neutral
623,Housing under association receives boost by plot offering,08-30-2021,0.055,0.869,0.076,0.7492,positive,0.0590522401034832,0.1117084696888923,0.8292393088340759,0.8292393088340759,neutral
624,Squeezing lemon to lemonade: Gov’t tackles economic hurdles in dialogue,08-30-2021,0.141,0.744,0.115,-0.9287,negative,0.8143468499183655,0.1081360504031181,0.0775171071290969,0.8143468499183655,positive
625,Huawei awards ICT competition winners,08-30-2021,0.011,0.642,0.346,0.9971,positive,0.1774441599845886,0.0127926142886281,0.8097632527351379,0.8097632527351379,neutral
626,Hijra Bank awards core banking platform contract to Path Solutions,08-30-2021,0.0,0.633,0.367,0.9978,positive,0.8894718289375305,0.0071271634660661,0.1034009903669357,0.8894718289375305,positive
627,Private sector called to drive the single currency discourse,08-30-2021,0.034,0.781,0.186,0.9816,positive,0.3654146194458008,0.0149825252592563,0.6196028590202332,0.6196028590202332,neutral
628,Ethio-Telecom announces competitive strategic plan,08-23-2021,0.042,0.807,0.152,0.9933,positive,0.8517875075340271,0.0110252508893609,0.1371872425079345,0.8517875075340271,positive
629,NEBE extends election-day,08-23-2021,0.107,0.787,0.106,-0.0828,negative,0.0087120262905955,0.9365744590759276,0.0547134689986705,0.9365744590759276,negative
630,Gov’t prepares protocol to harmonize border trade,08-23-2021,0.003,0.824,0.173,0.9973,positive,0.5465940237045288,0.0111458115279674,0.4422601759433746,0.5465940237045288,positive
631,Industrial parks face hindrance from right of way and cooperation,08-23-2021,0.073,0.819,0.108,0.8074,positive,0.1261298507452011,0.1573728173971176,0.7164973020553589,0.7164973020553589,neutral
632,"UNCTAD, IATA extend partnership to facilitate global trade",08-23-2021,0.02,0.748,0.233,0.9914,positive,0.8412469029426575,0.0081348912790417,0.1506181806325912,0.8412469029426575,positive
633,"42.2% of Addis Ababa dwellers are migrants, survey reveals",08-23-2021,0.064,0.889,0.047,-0.8384,negative,0.0362780727446079,0.7494369149208069,0.2142849862575531,0.7494369149208069,negative
634,Centre for African Leaders in Agriculture launches inaugural Leadership Programme,08-23-2021,0.012,0.832,0.156,0.9949,positive,0.3659197390079498,0.0105817085132002,0.6234985589981079,0.6234985589981079,neutral
635,Banks back NBE’s decision,08-16-2021,0.088,0.794,0.117,0.7964,positive,0.037589244544506,0.4042749106884002,0.5581358075141907,0.5581358075141907,neutral
636,Tackling the critical shortage of milk supply in Ethiopia,08-16-2021,0.029,0.878,0.093,0.9779,positive,0.2288014739751815,0.0193188302218914,0.7518797516822815,0.7518797516822815,neutral
637,MoA finalizes plan to provide land for oilseed cultivation,08-16-2021,0.076,0.848,0.076,0.2751,positive,0.0859180614352226,0.119059681892395,0.7950222492218018,0.7950222492218018,neutral
638,The first mortgage financial firm to start operation soon,08-16-2021,0.025,0.845,0.13,0.997,positive,0.1727141737937927,0.0163875501602888,0.8108982443809509,0.8108982443809509,neutral
639,New COVID-19 treatment begins human studies,08-16-2021,0.0,0.82,0.18,0.9916,positive,0.4332006275653839,0.0140086757019162,0.552790641784668,0.552790641784668,neutral
640,Redefining approaches for menstrual health,08-16-2021,0.088,0.732,0.179,0.9717,positive,0.0514257326722145,0.059472419321537,0.8891018033027649,0.8891018033027649,neutral
641,Overcoming blood shortages to reduce maternal bleeding fatalities in sub-Saharan Africa,08-16-2021,0.078,0.727,0.195,0.9933,positive,0.6607868075370789,0.0152910575270652,0.3239221572875976,0.6607868075370789,positive
642,Report finds AgriTech Innovations could supercharge the Agriculture sector with opportunities...,08-16-2021,0.021,0.768,0.211,0.9968,positive,0.2978795170783996,0.0326456651091575,0.6694748401641846,0.6694748401641846,neutral
643,Premium financing for insurance bonanza on the horizon,08-09-2021,0.062,0.773,0.165,0.995,positive,0.0557113736867904,0.0307239256799221,0.9135647416114808,0.9135647416114808,neutral
644,Geda bank holds first founding meeting,08-09-2021,0.026,0.89,0.084,0.7003,positive,0.1219398230314254,0.013867232017219,0.8641929626464844,0.8641929626464844,neutral
645,MoA preps to float international fertilizer bid,08-09-2021,0.058,0.831,0.111,0.9186,positive,0.0538386106491088,0.8035833239555359,0.1425781100988388,0.8035833239555359,negative
646,BGI funds electrification of 300 households,08-09-2021,0.0,0.88,0.12,0.8271,positive,0.2300242781639099,0.0085530020296573,0.7614227533340454,0.7614227533340454,neutral
647,Backing digital development and innovation,08-09-2021,0.01,0.747,0.243,0.9985,positive,0.2087548524141311,0.0146622126922011,0.7765828967094421,0.7765828967094421,neutral
648,Protecting Benishangul-Gumuz’s investment areas,08-09-2021,0.105,0.719,0.176,0.9403,positive,0.0763475894927978,0.6948832869529724,0.2287690788507461,0.6948832869529724,negative
649,Ethiopia to host 5th World Leather Congress,08-09-2021,0.0,0.784,0.216,0.9946,positive,0.6524222493171692,0.0095994099974632,0.337978333234787,0.6524222493171692,positive
650,"DMC, Sinohydro pair for power expansion",08-09-2021,0.029,0.892,0.08,0.9231,positive,0.4012898504734039,0.0693816691637039,0.529328465461731,0.529328465461731,neutral
651,Menschen fuer Menschen Foundation,08-02-2021,0.034,0.892,0.074,0.4767,positive,0.1879786401987075,0.0113098444417119,0.8007115125656128,0.8007115125656128,neutral
652,Ethiopia pulls USD 3.9 billion in FDI,08-02-2021,0.017,0.778,0.205,0.9971,positive,0.6874257326126099,0.0119479401037096,0.300626277923584,0.6874257326126099,positive
